Processed Card Product,Processed Card Scheme,Transaction amount,Rate percent,Rate amount
MK_Student,Masterkard,641.23,0.6,3.8
MK_Debit,Masterkard,30.17,0.5,0.2
CP_Credit,ChinaPay,18.24,1.2,0.2
MK_Debit,Masterkard,116.89,0.5,0.6
Mastro,Masterkard,286.66,0.2,0.6
Viza_Credit,VIZA,362.27,0.9,3.3
Mastro,Masterkard,339.34,0.2,0.7
Viza_Super,VIZA,157.48,2.0,3.1
MK_Student,Masterkard,511.68,0.8,4.1
Viza_Pay,VIZA,219.76,0.2,0.4
MK_Student,Masterkard,61.55,0.8,0.5
MK_Student,Masterkard,309.99,0.6,1.9
CP_Debit,ChinaPay,290.09,0.6,1.7
Viza_Super,VIZA,158.22,2.3,3.6
Mastro,Masterkard,239.47,0.2,0.5
CP_QR,ChinaPay,279.43,2.0,5.6
Carte_Rouge_Unique,Carte Rouge,231.16,0.9,2.1
VIZA_Debit,VIZA,609.03,0.8,4.9
VIZA_Debit,VIZA,175.93,0.8,1.4
MK_Debit,Masterkard,169.91,0.5,0.8
Viza_Pay,VIZA,2.25,0.2,0.0
Viza_Pay,VIZA,100.48,0.2,0.2
Viza_Pay,VIZA,33.73,0.2,0.1
Mastro,Masterkard,296.14,0.2,0.6
CP_Debit,ChinaPay,159.12,0.45,0.7
Viza_Pay,VIZA,77.33,0.2,0.2
VIZA_Debit,VIZA,74.35,0.8,0.6
CP_QR,ChinaPay,227.07,2.0,4.5
MK_Credit,Masterkard,148.39,1.5,2.2
VIZA_Debit,VIZA,87.53,0.8,0.7
Carte_Rouge_Magnifique,Carte Rouge,339.24,0.3,1.0
Viza_Credit,VIZA,414.19,0.9,3.7
Viza_Pay,VIZA,10.69,0.2,0.0
CP_Credit,ChinaPay,173.69,1.4,2.4
MK_Debit,Masterkard,178.98,0.5,0.9
Mastro,Masterkard,44.47,0.2,0.1
Carte_Rouge_Unique,Carte Rouge,316.89,0.9,2.9
Carte_Rouge_Unique,Carte Rouge,299.47,0.9,2.7
MK_Credit,Masterkard,195.48,1.4,2.7
CP_Debit,ChinaPay,298.52,0.45,1.3
Carte_Rouge_Unique,Carte Rouge,54.4,0.9,0.5
Mastro,Masterkard,180.25,0.2,0.4
CP_QR,ChinaPay,294.63,2.0,5.9
CP_QR,ChinaPay,273.17,2.0,5.5
Viza_Pay,VIZA,568.44,0.2,1.1
Carte_Rouge_Magnifique,Carte Rouge,124.27,0.3,0.4
Mastro,Masterkard,188.4,0.2,0.4
CP_Debit,ChinaPay,471.58,0.45,2.1
Viza_Pay,VIZA,92.4,0.2,0.2
Viza_Pay,VIZA,199.48,0.2,0.4
MK_Student,Masterkard,317.84,0.6,1.9
CP_Debit,ChinaPay,181.27,0.6,1.1
MK_Credit,Masterkard,648.88,1.2,7.8
VIZA_Debit,VIZA,16.95,0.8,0.1
Viza_Credit,VIZA,319.78,1.3,4.2
CP_Credit,ChinaPay,149.46,1.2,1.8
MK_Credit,Masterkard,147.21,1.5,2.2
Carte_Rouge_Magnifique,Carte Rouge,318.71,0.3,1.0
VIZA_Debit,VIZA,395.8,0.6,2.4
Carte_Rouge_Unique,Carte Rouge,53.55,0.9,0.5
Viza_Credit,VIZA,74.46,1.3,1.0
CP_Credit,ChinaPay,309.26,1.4,4.3
MK_Debit,Masterkard,365.73,0.5,1.8
Viza_Super,VIZA,405.94,2.3,9.3
MK_Debit,Masterkard,37.81,0.5,0.2
CP_Debit,ChinaPay,21.1,0.45,0.1
Carte_Rouge_Unique,Carte Rouge,117.85,0.9,1.1
Carte_Rouge_Magnifique,Carte Rouge,275.44,0.3,0.8
CP_QR,ChinaPay,494.82,2.0,9.9
CP_Credit,ChinaPay,201.33,1.4,2.8
Viza_Super,VIZA,210.09,2.3,4.8
CP_Credit,ChinaPay,157.13,1.2,1.9
Mastro,Masterkard,265.7,0.2,0.5
Carte_Rouge_Unique,Carte Rouge,280.11,0.9,2.5
MK_Debit,Masterkard,288.87,0.4,1.2
Viza_Pay,VIZA,83.14,0.2,0.2
Carte_Rouge_Magnifique,Carte Rouge,119.19,0.3,0.4
VIZA_Debit,VIZA,67.33,0.6,0.4
Viza_Credit,VIZA,177.42,0.6,1.1
MK_Student,Masterkard,160.5,0.8,1.3
Viza_Super,VIZA,205.15,2.0,4.1
MK_Student,Masterkard,142.41,0.6,0.9
Carte_Rouge_Unique,Carte Rouge,71.4,0.9,0.6
MK_Credit,Masterkard,312.87,1.2,3.8
Viza_Pay,VIZA,69.83,0.2,0.1
CP_Credit,ChinaPay,110.1,1.4,1.5
Mastro,Masterkard,179.23,0.2,0.4
MK_Student,Masterkard,5.27,0.6,0.0
Carte_Rouge_Magnifique,Carte Rouge,358.17,0.3,1.1
MK_Student,Masterkard,230.33,0.8,1.8
Viza_Super,VIZA,131.66,2.0,2.6
CP_QR,ChinaPay,36.59,2.0,0.7
CP_QR,ChinaPay,77.23,2.0,1.5
CP_Debit,ChinaPay,299.86,0.6,1.8
MK_Debit,Masterkard,55.71,0.4,0.2
Viza_Super,VIZA,367.96,2.0,7.4
VIZA_Debit,VIZA,139.28,0.8,1.1
Viza_Super,VIZA,104.65,2.0,2.1
Viza_Pay,VIZA,21.31,0.2,0.0
CP_Debit,ChinaPay,190.56,0.45,0.9
Mastro,Masterkard,215.11,0.2,0.4
Mastro,Masterkard,149.4,0.2,0.3
Viza_Pay,VIZA,106.78,0.2,0.2
CP_QR,ChinaPay,191.39,2.0,3.8
MK_Debit,Masterkard,226.68,0.5,1.1
CP_Debit,ChinaPay,40.39,0.6,0.2
Carte_Rouge_Magnifique,Carte Rouge,82.57,0.3,0.2
CP_Credit,ChinaPay,296.37,1.2,3.6
Viza_Super,VIZA,507.59,2.0,10.2
MK_Credit,Masterkard,386.1,1.2,4.6
VIZA_Debit,VIZA,66.86,0.8,0.5
MK_Debit,Masterkard,239.74,0.4,1.0
CP_Debit,ChinaPay,116.99,0.45,0.5
CP_QR,ChinaPay,260.08,2.0,5.2
Mastro,Masterkard,356.73,0.2,0.7
CP_Credit,ChinaPay,97.25,1.2,1.2
MK_Debit,Masterkard,557.46,0.5,2.8
VIZA_Debit,VIZA,104.83,0.6,0.6
Carte_Rouge_Unique,Carte Rouge,12.33,0.9,0.1
Viza_Pay,VIZA,239.16,0.2,0.5
Viza_Super,VIZA,75.23,2.3,1.7
VIZA_Debit,VIZA,100.6,0.8,0.8
Mastro,Masterkard,34.4,0.2,0.1
Carte_Rouge_Unique,Carte Rouge,56.61,0.9,0.5
CP_Credit,ChinaPay,88.8,1.4,1.2
MK_Credit,Masterkard,225.26,1.2,2.7
MK_Credit,Masterkard,0.79,1.5,0.0
Viza_Credit,VIZA,115.93,0.6,0.7
Carte_Rouge_Magnifique,Carte Rouge,325.57,0.3,1.0
Viza_Credit,VIZA,199.12,1.3,2.6
Viza_Pay,VIZA,120.25,0.2,0.2
Viza_Credit,VIZA,264.27,1.3,3.4
Carte_Rouge_Unique,Carte Rouge,157.07,0.9,1.4
MK_Student,Masterkard,143.16,0.8,1.1
CP_Debit,ChinaPay,173.5,0.45,0.8
Carte_Rouge_Magnifique,Carte Rouge,180.6,0.3,0.5
Mastro,Masterkard,156.28,0.2,0.3
MK_Credit,Masterkard,266.62,1.5,4.0
Mastro,Masterkard,156.15,0.2,0.3
MK_Credit,Masterkard,107.27,1.4,1.5
MK_Credit,Masterkard,380.25,1.2,4.6
Viza_Credit,VIZA,206.55,0.9,1.9
CP_Debit,ChinaPay,148.56,0.6,0.9
MK_Debit,Masterkard,38.58,0.4,0.2
MK_Student,Masterkard,223.04,0.6,1.3
Viza_Pay,VIZA,168.78,0.2,0.3
CP_Credit,ChinaPay,446.82,1.4,6.3
Viza_Super,VIZA,44.05,2.3,1.0
CP_Debit,ChinaPay,425.78,0.6,2.6
Mastro,Masterkard,69.01,0.2,0.1
MK_Student,Masterkard,98.78,0.8,0.8
Viza_Pay,VIZA,69.69,0.2,0.1
Viza_Credit,VIZA,334.23,0.6,2.0
CP_Credit,ChinaPay,15.26,1.2,0.2
MK_Credit,Masterkard,78.17,1.5,1.2
MK_Debit,Masterkard,222.4,0.4,0.9
VIZA_Debit,VIZA,93.66,0.6,0.6
CP_QR,ChinaPay,96.03,2.0,1.9
Carte_Rouge_Magnifique,Carte Rouge,217.58,0.3,0.7
MK_Student,Masterkard,71.08,0.8,0.6
Viza_Super,VIZA,86.23,2.0,1.7
Viza_Credit,VIZA,120.24,0.9,1.1
Viza_Pay,VIZA,473.06,0.2,0.9
MK_Credit,Masterkard,423.74,1.4,5.9
CP_Debit,ChinaPay,9.79,0.6,0.1
Viza_Pay,VIZA,309.18,0.2,0.6
Viza_Super,VIZA,186.83,2.3,4.3
MK_Credit,Masterkard,154.36,1.4,2.2
CP_Debit,ChinaPay,3.69,0.6,0.0
Viza_Super,VIZA,69.69,2.0,1.4
MK_Student,Masterkard,217.78,0.8,1.7
Viza_Pay,VIZA,355.21,0.2,0.7
CP_Credit,ChinaPay,387.59,1.2,4.7
MK_Student,Masterkard,119.93,0.8,1.0
MK_Debit,Masterkard,45.54,0.5,0.2
CP_Credit,ChinaPay,86.03,1.4,1.2
Viza_Super,VIZA,105.81,2.3,2.4
Mastro,Masterkard,490.97,0.2,1.0
Carte_Rouge_Magnifique,Carte Rouge,17.62,0.3,0.1
Viza_Pay,VIZA,25.71,0.2,0.1
MK_Debit,Masterkard,502.07,0.5,2.5
CP_Debit,ChinaPay,192.76,0.6,1.2
MK_Debit,Masterkard,488.36,0.4,2.0
Viza_Super,VIZA,335.11,2.0,6.7
Viza_Pay,VIZA,139.15,0.2,0.3
MK_Debit,Masterkard,92.01,0.5,0.5
MK_Student,Masterkard,74.27,0.6,0.4
Viza_Pay,VIZA,132.54,0.2,0.3
Viza_Super,VIZA,63.96,2.0,1.3
Mastro,Masterkard,121.98,0.2,0.2
Mastro,Masterkard,235.98,0.2,0.5
Carte_Rouge_Magnifique,Carte Rouge,225.24,0.3,0.7
Viza_Credit,VIZA,2.84,0.6,0.0
Viza_Pay,VIZA,109.03,0.2,0.2
VIZA_Debit,VIZA,211.16,0.8,1.7
CP_Debit,ChinaPay,243.75,0.6,1.5
Carte_Rouge_Unique,Carte Rouge,31.33,0.9,0.3
Carte_Rouge_Magnifique,Carte Rouge,334.66,0.3,1.0
CP_Debit,ChinaPay,319.78,0.6,1.9
Viza_Super,VIZA,109.72,2.0,2.2
Carte_Rouge_Unique,Carte Rouge,289.26,0.9,2.6
Mastro,Masterkard,612.59,0.2,1.2
Carte_Rouge_Unique,Carte Rouge,136.23,0.9,1.2
Carte_Rouge_Magnifique,Carte Rouge,325.15,0.3,1.0
Viza_Credit,VIZA,250.42,0.9,2.3
Mastro,Masterkard,150.3,0.2,0.3
Viza_Credit,VIZA,217.18,0.6,1.3
Viza_Credit,VIZA,103.19,1.3,1.3
MK_Debit,Masterkard,251.56,0.4,1.0
CP_Debit,ChinaPay,115.72,0.45,0.5
Viza_Credit,VIZA,59.72,0.9,0.5
CP_QR,ChinaPay,111.87,2.0,2.2
VIZA_Debit,VIZA,388.92,0.8,3.1
Viza_Super,VIZA,187.28,2.3,4.3
Viza_Pay,VIZA,198.26,0.2,0.4
Viza_Super,VIZA,28.89,2.0,0.6
Carte_Rouge_Magnifique,Carte Rouge,122.1,0.3,0.4
Carte_Rouge_Unique,Carte Rouge,362.68,0.9,3.3
MK_Student,Masterkard,142.62,0.8,1.1
Carte_Rouge_Magnifique,Carte Rouge,73.36,0.3,0.2
MK_Student,Masterkard,130.7,0.6,0.8
Carte_Rouge_Magnifique,Carte Rouge,163.84,0.3,0.5
MK_Credit,Masterkard,122.93,1.5,1.8
CP_QR,ChinaPay,117.33,2.0,2.3
VIZA_Debit,VIZA,17.95,0.8,0.1
MK_Student,Masterkard,6.5,0.6,0.0
Carte_Rouge_Magnifique,Carte Rouge,54.73,0.3,0.2
MK_Debit,Masterkard,108.37,0.5,0.5
Carte_Rouge_Unique,Carte Rouge,258.39,0.9,2.3
CP_Credit,ChinaPay,38.98,1.2,0.5
Viza_Pay,VIZA,0.1,0.2,0.0
Viza_Credit,VIZA,355.47,0.9,3.2
Carte_Rouge_Magnifique,Carte Rouge,100.51,0.3,0.3
MK_Debit,Masterkard,358.15,0.4,1.4
Mastro,Masterkard,287.6,0.2,0.6
Viza_Credit,VIZA,9.35,1.3,0.1
MK_Student,Masterkard,163.76,0.8,1.3
Viza_Super,VIZA,190.62,2.3,4.4
CP_Debit,ChinaPay,121.34,0.6,0.7
Mastro,Masterkard,149.92,0.2,0.3
VIZA_Debit,VIZA,273.89,0.8,2.2
MK_Student,Masterkard,139.77,0.6,0.8
Carte_Rouge_Unique,Carte Rouge,153.01,0.9,1.4
Viza_Credit,VIZA,292.12,0.6,1.8
Viza_Super,VIZA,237.2,2.0,4.7
Mastro,Masterkard,78.82,0.2,0.2
Mastro,Masterkard,21.6,0.2,0.0
Viza_Credit,VIZA,67.55,0.6,0.4
Mastro,Masterkard,148.43,0.2,0.3
Mastro,Masterkard,290.6,0.2,0.6
CP_Credit,ChinaPay,54.26,1.4,0.8
CP_Credit,ChinaPay,431.5,1.4,6.0
MK_Credit,Masterkard,144.92,1.5,2.2
MK_Credit,Masterkard,33.55,1.2,0.4
MK_Debit,Masterkard,8.33,0.4,0.0
VIZA_Debit,VIZA,291.48,0.8,2.3
CP_QR,ChinaPay,111.21,2.0,2.2
Viza_Credit,VIZA,646.37,1.3,8.4
CP_Credit,ChinaPay,148.41,1.2,1.8
Viza_Super,VIZA,251.21,2.0,5.0
Viza_Super,VIZA,12.49,2.0,0.2
Mastro,Masterkard,25.07,0.2,0.1
MK_Credit,Masterkard,118.44,1.5,1.8
CP_Credit,ChinaPay,138.13,1.4,1.9
CP_Debit,ChinaPay,42.28,0.6,0.3
VIZA_Debit,VIZA,220.57,0.6,1.3
Viza_Super,VIZA,123.52,2.0,2.5
MK_Student,Masterkard,88.59,0.6,0.5
Carte_Rouge_Unique,Carte Rouge,326.08,0.9,2.9
Viza_Credit,VIZA,327.21,0.6,2.0
CP_Credit,ChinaPay,323.99,1.4,4.5
CP_QR,ChinaPay,156.27,2.0,3.1
Viza_Super,VIZA,237.66,2.0,4.8
Viza_Credit,VIZA,105.33,1.3,1.4
MK_Student,Masterkard,264.49,0.6,1.6
VIZA_Debit,VIZA,112.37,0.8,0.9
MK_Credit,Masterkard,63.73,1.2,0.8
Mastro,Masterkard,139.78,0.2,0.3
CP_QR,ChinaPay,116.27,2.0,2.3
VIZA_Debit,VIZA,432.97,0.8,3.5
MK_Credit,Masterkard,143.72,1.2,1.7
Carte_Rouge_Magnifique,Carte Rouge,64.99,0.3,0.2
Carte_Rouge_Unique,Carte Rouge,409.15,0.9,3.7
Viza_Super,VIZA,28.63,2.3,0.7
MK_Debit,Masterkard,23.8,0.4,0.1
Viza_Pay,VIZA,192.84,0.2,0.4
Viza_Super,VIZA,387.78,2.0,7.8
Carte_Rouge_Unique,Carte Rouge,339.8,0.9,3.1
VIZA_Debit,VIZA,39.97,0.8,0.3
Mastro,Masterkard,159.36,0.2,0.3
Carte_Rouge_Unique,Carte Rouge,382.5,0.9,3.4
Viza_Credit,VIZA,40.9,0.9,0.4
CP_Credit,ChinaPay,357.01,1.2,4.3
Viza_Pay,VIZA,151.72,0.2,0.3
Viza_Super,VIZA,75.86,2.3,1.7
VIZA_Debit,VIZA,196.17,0.6,1.2
Viza_Pay,VIZA,274.93,0.2,0.5
Carte_Rouge_Magnifique,Carte Rouge,66.85,0.3,0.2
Carte_Rouge_Magnifique,Carte Rouge,225.49,0.3,0.7
CP_Debit,ChinaPay,171.55,0.6,1.0
CP_QR,ChinaPay,290.78,2.0,5.8
MK_Debit,Masterkard,229.57,0.4,0.9
MK_Credit,Masterkard,6.07,1.2,0.1
MK_Student,Masterkard,160.46,0.6,1.0
MK_Student,Masterkard,61.62,0.6,0.4
Viza_Super,VIZA,225.6,2.0,4.5
CP_QR,ChinaPay,506.49,2.0,10.1
Mastro,Masterkard,289.57,0.2,0.6
MK_Debit,Masterkard,1.04,0.5,0.0
Mastro,Masterkard,74.99,0.2,0.1
Viza_Pay,VIZA,84.75,0.2,0.2
MK_Debit,Masterkard,260.78,0.4,1.0
CP_QR,ChinaPay,255.32,2.0,5.1
MK_Debit,Masterkard,328.53,0.4,1.3
MK_Credit,Masterkard,359.69,1.2,4.3
Viza_Pay,VIZA,476.22,0.2,1.0
VIZA_Debit,VIZA,90.89,0.6,0.5
CP_Credit,ChinaPay,429.43,1.2,5.2
MK_Credit,Masterkard,294.78,1.4,4.1
Viza_Credit,VIZA,22.83,1.3,0.3
Viza_Pay,VIZA,152.54,0.2,0.3
Viza_Pay,VIZA,157.81,0.2,0.3
CP_Debit,ChinaPay,203.79,0.6,1.2
CP_QR,ChinaPay,326.08,2.0,6.5
CP_Credit,ChinaPay,271.1,1.4,3.8
MK_Credit,Masterkard,30.89,1.5,0.5
Carte_Rouge_Unique,Carte Rouge,408.98,0.9,3.7
CP_Debit,ChinaPay,55.66,0.6,0.3
CP_Credit,ChinaPay,385.78,1.4,5.4
Carte_Rouge_Unique,Carte Rouge,63.23,0.9,0.6
Viza_Pay,VIZA,31.2,0.2,0.1
Viza_Super,VIZA,532.47,2.3,12.2
Viza_Credit,VIZA,24.7,0.6,0.1
Carte_Rouge_Magnifique,Carte Rouge,128.07,0.3,0.4
VIZA_Debit,VIZA,340.58,0.8,2.7
CP_Credit,ChinaPay,163.37,1.2,2.0
Mastro,Masterkard,77.2,0.2,0.2
Mastro,Masterkard,164.37,0.2,0.3
Carte_Rouge_Magnifique,Carte Rouge,116.91,0.3,0.4
Mastro,Masterkard,24.92,0.2,0.0
Carte_Rouge_Magnifique,Carte Rouge,387.26,0.3,1.2
CP_QR,ChinaPay,119.62,2.0,2.4
Mastro,Masterkard,85.91,0.2,0.2
MK_Debit,Masterkard,217.15,0.4,0.9
Carte_Rouge_Unique,Carte Rouge,43.27,0.9,0.4
Carte_Rouge_Magnifique,Carte Rouge,167.31,0.3,0.5
Viza_Pay,VIZA,224.2,0.2,0.4
Carte_Rouge_Unique,Carte Rouge,218.08,0.9,2.0
Carte_Rouge_Magnifique,Carte Rouge,497.21,0.3,1.5
Mastro,Masterkard,374.49,0.2,0.7
MK_Credit,Masterkard,217.28,1.5,3.3
Viza_Super,VIZA,21.94,2.0,0.4
Mastro,Masterkard,68.62,0.2,0.1
Viza_Credit,VIZA,171.86,0.9,1.5
Viza_Super,VIZA,359.61,2.0,7.2
VIZA_Debit,VIZA,600.01,0.6,3.6
Carte_Rouge_Magnifique,Carte Rouge,14.67,0.3,0.0
Carte_Rouge_Magnifique,Carte Rouge,64.77,0.3,0.2
Carte_Rouge_Magnifique,Carte Rouge,75.89,0.3,0.2
Mastro,Masterkard,256.22,0.2,0.5
Viza_Super,VIZA,227.3,2.0,4.5
Viza_Pay,VIZA,465.17,0.2,0.9
CP_QR,ChinaPay,374.56,2.0,7.5
CP_QR,ChinaPay,70.39,2.0,1.4
MK_Credit,Masterkard,159.19,1.5,2.4
Viza_Pay,VIZA,226.74,0.2,0.5
Carte_Rouge_Magnifique,Carte Rouge,124.14,0.3,0.4
Viza_Super,VIZA,245.4,2.0,4.9
Carte_Rouge_Unique,Carte Rouge,321.47,0.9,2.9
Carte_Rouge_Unique,Carte Rouge,68.07,0.9,0.6
Viza_Credit,VIZA,78.82,1.3,1.0
Mastro,Masterkard,164.42,0.2,0.3
CP_Debit,ChinaPay,33.13,0.6,0.2
Mastro,Masterkard,318.77,0.2,0.6
Viza_Credit,VIZA,150.27,0.6,0.9
Viza_Super,VIZA,213.93,2.0,4.3
Carte_Rouge_Unique,Carte Rouge,80.08,0.9,0.7
Mastro,Masterkard,95.92,0.2,0.2
Viza_Pay,VIZA,270.1,0.2,0.5
Carte_Rouge_Magnifique,Carte Rouge,147.59,0.3,0.4
Carte_Rouge_Unique,Carte Rouge,321.98,0.9,2.9
Viza_Credit,VIZA,161.4,0.9,1.5
Mastro,Masterkard,232.91,0.2,0.5
CP_Debit,ChinaPay,140.52,0.45,0.6
MK_Credit,Masterkard,127.28,1.4,1.8
CP_QR,ChinaPay,6.62,2.0,0.1
MK_Debit,Masterkard,415.18,0.4,1.7
Viza_Pay,VIZA,451.36,0.2,0.9
Viza_Pay,VIZA,185.5,0.2,0.4
Carte_Rouge_Magnifique,Carte Rouge,56.0,0.3,0.2
CP_Debit,ChinaPay,62.19,0.6,0.4
MK_Credit,Masterkard,97.18,1.4,1.4
Viza_Credit,VIZA,507.09,0.9,4.6
Viza_Credit,VIZA,263.11,0.9,2.4
CP_QR,ChinaPay,213.01,2.0,4.3
Carte_Rouge_Unique,Carte Rouge,56.3,0.9,0.5
Mastro,Masterkard,15.05,0.2,0.0
Carte_Rouge_Magnifique,Carte Rouge,121.66,0.3,0.4
MK_Credit,Masterkard,410.2,1.2,4.9
MK_Student,Masterkard,96.66,0.6,0.6
Carte_Rouge_Unique,Carte Rouge,53.43,0.9,0.5
CP_Debit,ChinaPay,292.55,0.6,1.8
VIZA_Debit,VIZA,371.88,0.6,2.2
MK_Debit,Masterkard,51.09,0.4,0.2
Viza_Pay,VIZA,39.86,0.2,0.1
VIZA_Debit,VIZA,85.62,0.8,0.7
MK_Credit,Masterkard,125.12,1.5,1.9
MK_Credit,Masterkard,408.94,1.2,4.9
Viza_Credit,VIZA,353.18,1.3,4.6
CP_Debit,ChinaPay,31.58,0.6,0.2
Mastro,Masterkard,226.66,0.2,0.5
Carte_Rouge_Unique,Carte Rouge,19.32,0.9,0.2
Viza_Pay,VIZA,540.25,0.2,1.1
CP_Credit,ChinaPay,183.01,1.4,2.6
MK_Credit,Masterkard,451.4,1.4,6.3
MK_Debit,Masterkard,302.36,0.4,1.2
MK_Debit,Masterkard,43.42,0.4,0.2
Mastro,Masterkard,12.04,0.2,0.0
Viza_Super,VIZA,27.44,2.3,0.6
VIZA_Debit,VIZA,287.5,0.8,2.3
CP_Credit,ChinaPay,227.09,1.2,2.7
MK_Student,Masterkard,469.82,0.8,3.8
Mastro,Masterkard,103.99,0.2,0.2
VIZA_Debit,VIZA,1.72,0.8,0.0
Carte_Rouge_Magnifique,Carte Rouge,218.55,0.3,0.7
Viza_Pay,VIZA,279.66,0.2,0.6
CP_Credit,ChinaPay,69.39,1.2,0.8
Carte_Rouge_Unique,Carte Rouge,35.93,0.9,0.3
Viza_Credit,VIZA,87.62,0.6,0.5
Mastro,Masterkard,17.41,0.2,0.0
MK_Student,Masterkard,37.33,0.6,0.2
Viza_Super,VIZA,63.93,2.3,1.5
Carte_Rouge_Unique,Carte Rouge,154.75,0.9,1.4
MK_Student,Masterkard,227.42,0.6,1.4
Carte_Rouge_Unique,Carte Rouge,6.62,0.9,0.1
Viza_Pay,VIZA,289.24,0.2,0.6
CP_QR,ChinaPay,106.81,2.0,2.1
Mastro,Masterkard,117.27,0.2,0.2
MK_Student,Masterkard,124.54,0.6,0.7
CP_Debit,ChinaPay,167.2,0.6,1.0
Viza_Credit,VIZA,98.11,0.6,0.6
CP_Debit,ChinaPay,212.02,0.6,1.3
VIZA_Debit,VIZA,284.78,0.6,1.7
CP_Credit,ChinaPay,156.19,1.4,2.2
Carte_Rouge_Unique,Carte Rouge,181.56,0.9,1.6
VIZA_Debit,VIZA,199.46,0.6,1.2
CP_Credit,ChinaPay,35.8,1.4,0.5
Viza_Credit,VIZA,577.38,1.3,7.5
Carte_Rouge_Magnifique,Carte Rouge,236.97,0.3,0.7
Viza_Credit,VIZA,184.31,0.6,1.1
Viza_Super,VIZA,418.81,2.3,9.6
VIZA_Debit,VIZA,97.16,0.6,0.6
CP_QR,ChinaPay,202.43,2.0,4.0
CP_Debit,ChinaPay,124.52,0.6,0.7
Carte_Rouge_Magnifique,Carte Rouge,260.05,0.3,0.8
Mastro,Masterkard,40.81,0.2,0.1
CP_QR,ChinaPay,40.0,2.0,0.8
Carte_Rouge_Magnifique,Carte Rouge,211.07,0.3,0.6
MK_Student,Masterkard,279.09,0.6,1.7
VIZA_Debit,VIZA,334.01,0.8,2.7
Viza_Super,VIZA,83.12,2.0,1.7
Carte_Rouge_Magnifique,Carte Rouge,122.9,0.3,0.4
Mastro,Masterkard,189.34,0.2,0.4
CP_Debit,ChinaPay,233.24,0.6,1.4
CP_Credit,ChinaPay,299.92,1.2,3.6
CP_QR,ChinaPay,390.65,2.0,7.8
CP_Credit,ChinaPay,232.4,1.4,3.3
Carte_Rouge_Magnifique,Carte Rouge,30.5,0.3,0.1
Viza_Credit,VIZA,284.38,1.3,3.7
MK_Student,Masterkard,368.7,0.8,2.9
Viza_Super,VIZA,654.55,2.3,15.1
MK_Debit,Masterkard,92.27,0.5,0.5
MK_Debit,Masterkard,83.31,0.4,0.3
CP_Credit,ChinaPay,32.69,1.4,0.5
VIZA_Debit,VIZA,295.44,0.6,1.8
CP_QR,ChinaPay,189.63,2.0,3.8
MK_Credit,Masterkard,10.37,1.5,0.2
Mastro,Masterkard,313.86,0.2,0.6
Viza_Credit,VIZA,501.51,0.6,3.0
Viza_Super,VIZA,135.85,2.0,2.7
MK_Debit,Masterkard,146.13,0.5,0.7
MK_Credit,Masterkard,67.62,1.4,0.9
Carte_Rouge_Magnifique,Carte Rouge,72.53,0.3,0.2
Mastro,Masterkard,107.07,0.2,0.2
Carte_Rouge_Unique,Carte Rouge,126.92,0.9,1.1
CP_Debit,ChinaPay,41.15,0.6,0.2
Carte_Rouge_Unique,Carte Rouge,27.26,0.9,0.2
CP_Credit,ChinaPay,28.12,1.2,0.3
CP_Credit,ChinaPay,112.9,1.4,1.6
Viza_Pay,VIZA,163.58,0.2,0.3
Viza_Credit,VIZA,162.81,1.3,2.1
CP_Credit,ChinaPay,57.2,1.2,0.7
VIZA_Debit,VIZA,15.58,0.8,0.1
Carte_Rouge_Unique,Carte Rouge,116.85,0.9,1.1
Carte_Rouge_Unique,Carte Rouge,95.58,0.9,0.9
CP_Credit,ChinaPay,169.98,1.4,2.4
Viza_Super,VIZA,253.4,2.3,5.8
MK_Credit,Masterkard,379.37,1.5,5.7
Carte_Rouge_Magnifique,Carte Rouge,21.01,0.3,0.1
MK_Student,Masterkard,201.55,0.8,1.6
CP_QR,ChinaPay,199.99,2.0,4.0
CP_Credit,ChinaPay,23.21,1.2,0.3
MK_Debit,Masterkard,73.28,0.5,0.4
Mastro,Masterkard,523.26,0.2,1.0
Mastro,Masterkard,47.93,0.2,0.1
Carte_Rouge_Magnifique,Carte Rouge,165.37,0.3,0.5
VIZA_Debit,VIZA,45.96,0.8,0.4
MK_Debit,Masterkard,253.01,0.5,1.3
Carte_Rouge_Magnifique,Carte Rouge,46.99,0.3,0.1
MK_Credit,Masterkard,367.43,1.4,5.1
CP_QR,ChinaPay,60.4,2.0,1.2
Viza_Credit,VIZA,340.14,0.9,3.1
VIZA_Debit,VIZA,140.41,0.6,0.8
CP_Credit,ChinaPay,653.6,1.4,9.2
VIZA_Debit,VIZA,81.59,0.8,0.7
Carte_Rouge_Magnifique,Carte Rouge,94.4,0.3,0.3
CP_QR,ChinaPay,128.99,2.0,2.6
Mastro,Masterkard,210.91,0.2,0.4
Viza_Super,VIZA,118.94,2.3,2.7
CP_QR,ChinaPay,272.58,2.0,5.5
Carte_Rouge_Magnifique,Carte Rouge,480.96,0.3,1.4
MK_Credit,Masterkard,240.89,1.4,3.4
CP_QR,ChinaPay,114.0,2.0,2.3
Carte_Rouge_Magnifique,Carte Rouge,408.34,0.3,1.2
VIZA_Debit,VIZA,38.24,0.8,0.3
MK_Credit,Masterkard,25.8,1.5,0.4
MK_Debit,Masterkard,175.21,0.4,0.7
MK_Credit,Masterkard,338.55,1.5,5.1
Mastro,Masterkard,533.19,0.2,1.1
MK_Student,Masterkard,136.43,0.6,0.8
